[16-Sep-2020 06:09:36 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 03:05:00 UTC] PHP Notice:  Undefined variable: sub in /var/www/html/wp-content/themes/wptemplate/header.php on line 27
[17-Sep-2020 03:05:15 UTC] PHP Notice:  Undefined variable: sub in /var/www/html/wp-content/themes/wptemplate/header.php on line 27
[17-Sep-2020 03:05:16 UTC] PHP Notice:  Undefined variable: sub in /var/www/html/wp-content/themes/wptemplate/header.php on line 27
[17-Sep-2020 03:05:42 UTC] PHP Notice:  Undefined variable: sub in /var/www/html/wp-content/themes/wptemplate/header.php on line 27
[17-Sep-2020 03:06:14 UTC] PHP Notice:  Undefined variable: sub in /var/www/html/wp-content/themes/wptemplate/header.php on line 27
[17-Sep-2020 03:07:26 UTC] PHP Notice:  Undefined variable: sub in /var/www/html/wp-content/themes/wptemplate/header.php on line 27
[17-Sep-2020 03:09:12 UTC] PHP Notice:  Undefined variable: sub in /var/www/html/wp-content/themes/wptemplate/header.php on line 27
[17-Sep-2020 03:10:45 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 03:12:03 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 03:15:44 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:16:22 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:16:31 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:16:35 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:16:56 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:17:09 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:18:17 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:19:45 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:27:56 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:28:04 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:28:10 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:33:27 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:33:32 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:36:08 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:38:17 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 03:59:09 UTC] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/wp-content/plugins/woocommerce-dynamic-pricing/admin/classes/membership_pricing_rules_admin.class.php on line 58
[17-Sep-2020 04:00:27 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:00:32 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:01:05 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:02:33 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:02:33 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:02:37 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:02:56 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:03:00 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:05:29 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:07:17 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:08:37 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:08:46 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:10:18 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:11:17 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:11:33 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 04:11:41 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 04:11:48 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 04:11:48 UTC] PHP Deprecated:  WC_Cart->tax_display_cart was called with an argument that is <strong>deprecated</strong> since version 4.4! Use WC_Cart->get_tax_price_display_mode() instead. in /var/www/html/wp-includes/functions.php on line 5057
[17-Sep-2020 04:11:56 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 04:11:56 UTC] PHP Deprecated:  WC_Cart->tax_display_cart was called with an argument that is <strong>deprecated</strong> since version 4.4! Use WC_Cart->get_tax_price_display_mode() instead. in /var/www/html/wp-includes/functions.php on line 5057
[17-Sep-2020 04:12:05 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:12:18 UTC] PHP Notice:  register_rest_route was called <strong>incorrectly</strong>. The REST API route definition for <code>wc/v1/subscriptions/statuses</code> is missing the required <code>permission_callback</code> argument. For REST API routes that are intended to be public, use <code>__return_true</code> as the permission callback. Please see <a href="https://wordpress.org/support/article/debugging-in-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 5.5.0.) in /var/www/html/wp-includes/functions.php on line 5225
[17-Sep-2020 04:12:25 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 04:12:25 UTC] PHP Deprecated:  WC_Cart->tax_display_cart was called with an argument that is <strong>deprecated</strong> since version 4.4! Use WC_Cart->get_tax_price_display_mode() instead. in /var/www/html/wp-includes/functions.php on line 5057
[17-Sep-2020 04:14:38 UTC] PHP Notice:  Undefined variable: image in /var/www/html/wp-content/themes/wptemplate/template-parts/content/content.php on line 7
[17-Sep-2020 04:14:38 UTC] PHP Deprecated:  WC_Cart->tax_display_cart was called with an argument that is <strong>deprecated</strong> since version 4.4! Use WC_Cart->get_tax_price_display_mode() instead. in /var/www/html/wp-includes/functions.php on line 5057
[17-Sep-2020 04:15:41 UTC] PHP Fatal error:  Uncaught Error: Class 'ActionScheduler_Lock' not found in /var/www/html/wp-content/plugins/woocommerce/packages/action-scheduler/classes/abstracts/ActionScheduler.php:29
Stack trace:
#0 /var/www/html/wp-content/plugins/woocommerce/packages/action-scheduler/classes/ActionScheduler_QueueRunner.php(103): ActionScheduler::lock()
#1 /var/www/html/wp-includes/class-wp-hook.php(287): ActionScheduler_QueueRunner->maybe_dispatch_async_request('')
#2 /var/www/html/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(1, Array)
#3 /var/www/html/wp-includes/plugin.php(478): WP_Hook->do_action(Array)
#4 /var/www/html/wp-includes/load.php(1007): do_action('shutdown')
#5 [internal function]: shutdown_action_hook()
#6 {main}
  thrown in /var/www/html/wp-content/plugins/woocommerce/packages/action-scheduler/classes/abstracts/ActionScheduler.php on line 29
[17-Sep-2020 04:15:41 UTC] PHP Warning:  fopen(/var/www/html/wp-content/plugins/woocommerce/woocommerce.php): failed to open stream: No such file or directory in /var/www/html/wp-includes/functions.php on line 6023
